epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
190,7349.58,0.57096,0.34388,0.9599,0.99929,1,0.995,0.90728,0.46043,0.23111,0.84282,0.000107438,0.000107438,0.000107438
191,7388.66,0.4526,0.26757,0.86708,0.99912,1,0.995,0.90275,0.47692,0.23724,0.84749,9.91865e-05,9.91865e-05,9.91865e-05
192,7427.63,0.45591,0.27241,0.86626,0.999,1,0.995,0.90551,0.47285,0.23503,0.84621,9.09349e-05,9.09349e-05,9.09349e-05
193,7466.54,0.45956,0.27188,0.86918,0.99904,1,0.995,0.90635,0.46528,0.2337,0.84443,8.26832e-05,8.26832e-05,8.26832e-05
194,7505.52,0.46051,0.26971,0.87008,0.99902,1,0.995,0.90506,0.45776,0.2351,0.8422,7.44316e-05,7.44316e-05,7.44316e-05
195,7544.32,0.45723,0.26719,0.87271,0.99923,1,0.995,0.89813,0.4647,0.2375,0.84463,6.61799e-05,6.61799e-05,6.61799e-05
196,7583.35,0.45474,0.26577,0.86693,0.99915,1,0.995,0.89622,0.46722,0.23887,0.84516,5.79283e-05,5.79283e-05,5.79283e-05
197,7622.34,0.44811,0.26636,0.87916,0.99926,1,0.995,0.89728,0.45943,0.23358,0.84247,4.96766e-05,4.96766e-05,4.96766e-05
198,7661.21,0.44628,0.26078,0.86876,0.99922,1,0.995,0.90056,0.45893,0.23323,0.84246,4.1425e-05,4.1425e-05,4.1425e-05
199,7700.21,0.45717,0.26883,0.87012,0.99912,1,0.995,0.90039,0.45975,0.233,0.84294,3.31733e-05,3.31733e-05,3.31733e-05
200,7739.19,0.44232,0.25142,0.86491,0.99905,1,0.995,0.90144,0.45884,0.23244,0.84262,2.49217e-05,2.49217e-05,2.49217e-05
